Rank,CompanyName,Workers,PreviousWorker,Website,State,City,Growth,Industry,Metro,MetroCode,ZipCode,Founded
4170,Sensis,142,78,sensisagency.com,California,GLENDALE,106,Advertising & Marketing,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",91204,1998
4171,Anchour,29,23,anchour.com,Maine,Lewiston,106,Advertising & Marketing,"Lewiston, ME","Lewiston-Auburn, ME",4240,2013
4172,VLK Architects,265,175,vlkarchitects.com,Texas,Fort Worth,106,Construction,Dallas,"Dallas-Fort Worth-Arlington, TX",76104,1984
4173,All Pro Security,199,124,apsguards.com,Utah,Pleasant Grove,106,Security,Provo,"Provo-Orem, UT",84062,2006
4174,A-TEK,190,148,http://atekinc.com,Virginia,McLean,106,Government Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22102,1996
4175,Kitces.com,23,14,kitces.com,Virginia,Reston,106,Education,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20190,2008
4176,Active IT Solutions,13,8,activeitsolutions.com,California,Riverside,105,IT Services,Inland Empire,"Riverside-San Bernardino-Ontario, CA",92507,2012
4177,Continuus Technologies,46,27,continuus-technologies.com,Wisconsin,Milwaukee,105,Business Products & Services,Milwaukee,"Milwaukee-Waukesha, WI",53202,2011
4178,Proforma Signature Marketing,3,2,proformasignaturemarketing.com,Georgia,Milton,105,Business Products & Services,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30004,2017
4179,MasteryPrep,75,55,masteryprep.com,Louisiana,Baton Rouge,105,Education,Baton Rouge,"Baton Rouge, LA",70806,2012
4180,Subsplash,272,179,subsplash.com,Texas,Dallas,105,Software,Dallas,"Dallas-Fort Worth-Arlington, TX",75231,2005
4181,Foodie Fit,105,80,foodiefit.com,Nevada,Las Vegas,105,Food & Beverage,Las Vegas,"Las Vegas-Henderson-Paradise, NV",89123,2015
4182,Studio Science,68,39,studioscience.com,Indiana,Indianapolis,105,Business Products & Services,Indianapolis,"Indianapolis-Carmel-Anderson, IN",46204,1998
4183,Wyatt Aerospace,18,12,wyattaerospace.com,Arizona,Chandler,105,Logistics & Transportation,Phoenix,"Phoenix-Mesa-Chandler, AZ",85225,2006
4184,Milosi,63,49,milosilandscape.com,Tennessee,Hendersonville,105,Construction,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",37075,2002
4185,Fable Beard,8,3,fablebeardco.com,Tennessee,Franklin,105,Consumer Products,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",37064,2018
4186,EBizCharge,144,108,ebizcharge.com,California,Irvine,105,Financial Services,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",92618,2004
4187,Auto Approve,283,113,autoapprove.com,Minnesota,Plymouth,105,Financial Services,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",55447,2016
4188,Richer and Rivera Dental,20,12,randrdental.com,New York,Hicksville,105,Health Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",11801,2009
4189,Branded Group,158,72,branded-group.com,California,Anaheim,105,Business Products & Services,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",92805,2014
4190,Jenny Lee Swirl Bread,45,33,jennyleeswirlbread.com,Pennsylvania,McKees Rocks,105,Food & Beverage,Pittsburgh,"Pittsburgh, PA",15136,2009
4191,InnoCaption,27,14,innocaption.com,California,Irvine,105,Software,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",92618,2007
4192,Powder River Industries,30,15,,Wyoming,Laramie,105,Government Services,,,82070,2016
4193,GreenGen,40,20,greengen.com,Maryland,Bethesda,105,Environmental Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20814,2011
4194,Twin Cedars Bank,18,10,http://twincedars.bank,Iowa,Oskaloosa,105,Financial Services,Des Moines,"Des Moines-West Des Moines, IA",50023,1892
4195,Prove,315,135,prove.com,New York,New York,105,Software,New York,"New York-Newark-Jersey City, NY-NJ-PA",10016,2008
4196,Ivy.ai,31,44,ivy.ai,Colorado,Boulder,105,Software,Boulder,"Boulder, CO",80302,2016
4197,Quatrro Business Support Services,2137,860,quatrrobss.com,Georgia,Marietta,105,Business Products & Services,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30067,1997
4198,Sitters Etc,245,195,seihealthcare.com,Tennessee,Brentwood,105,Health Services,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",37027,2002
4199,Usa Truck Brokers,8,3,utblogistics.com,Florida,Hialeah,105,Logistics & Transportation,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33016,2002
4200,CPA Solutions,12,7,cpaso.com,Colorado,Lakewood,105,Financial Services,Denver,"Denver-Aurora-Lakewood, CO",80228,2014
4201,EUTEX International,15,11,eutexinternational.com,Texas,HOUSTON,105,Energy,Houston,"Houston-The Woodlands-Sugar Land, TX",77008,1998
4202,VICTRA,6731,5051,victra.com,North Carolina,raleigh,105,Retail,Raleigh,"Raleigh-Cary, NC",27615,1996
4203,Cordless Media,18,10,cordlessmedia.com,Arizona,Tempe,105,Advertising & Marketing,Phoenix,"Phoenix-Mesa-Chandler, AZ",85281,2014
4204,Sound Productions,43,33,soundpro.com,Texas,Irving,105,Retail,Dallas,"Dallas-Fort Worth-Arlington, TX",75063,1973
4205,Thrust Flight,117,40,thrustflight.com,Texas,Addison,105,Education,Dallas,"Dallas-Fort Worth-Arlington, TX",75001,2006
4206,Affordable Luxury Group,33,21,affordableluxurygroup.com,New York,New York,105,Consumer Products,New York,"New York-Newark-Jersey City, NY-NJ-PA",10001,2014
4207,Proforma Horizon Total Source,8,5,proformahorizon.com,Texas,Tyler,105,Business Products & Services,,"Tyler, TX",75713,1995
4208,NetDocuments,392,213,netdocuments.com,Utah,Lehi,105,Software,Provo,"Provo-Orem, UT",84043,1999
4209,ModusOne Health,7,3,modusonehealth.com,Georgia,Atlanta,105,Health Services,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30342,2015
4210,ShadowDragon,44,11,shadowdragon.io,Alabama,Hoover,104,Software,Birmingham,"Birmingham-Hoover, AL",35244,2013
4211,Perceptyx,341,245,perceptyx.com,California,Temecula,104,Human Resources,Inland Empire,"Riverside-San Bernardino-Ontario, CA",92592,2003
4212,Highridge Landscapes,39,3,highridgelandscapes.com,Montana,Bozeman,104,Construction,,,59718,2010
4213,Burn Boot Camp,79,67,burnbootcamp.com,North Carolina,Cornelius,104,Health Services,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",28031,2012
4214,Power Kiosk,26,13,powerkiosk.com,Illinois,Chicago,104,Software,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60654,2013
4215,Logicbroker,47,38,logicbroker.com,Illinois,Chicago,104,Software,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60661,2010
4216,Veritas Recruiting Group,17,9,veritasrecruitinggroup.com,Florida,Lake Mary,104,Human Resources,Orlando,"Orlando-Kissimmee-Sanford, FL",32746,2009
4217,Digital Yalo,40,23,digitalyalo.com,Georgia,Atlanta,104,Advertising & Marketing,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30342,2014
4218,The Scarlett Group,38,26,scarlettculture.com,Florida,Orange Park,104,IT Services,Jacksonville,"Jacksonville, FL",32073,2006
4219,ITPartners+,27,14,itpartners.com,Michigan,Grand Rapids,104,IT Services,Grand Rapids,"Grand Rapids-Kentwood, MI",49546,2007
4220,Worldgate,83,46,worldgatellc.com,Virginia,Reston,104,IT Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20190,2002
4221,Black Button Distilling,100,83,blackbuttondistilling.com,New York,Rochester,104,Food & Beverage,Rochester,"Rochester, NY",14607,2012
4222,Ferguson Builders,12,10,fergusonbuilders.com,South Carolina,Greenville,104,Construction,Greenville,"Greenville-Anderson, SC",29609,2010
4223,Orange Logic,153,78,orangelogic.com,California,Irvine,104,Software,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",92612,1998
4224,Very,106,70,verytechnology.com,Montana,Bozeman,104,IT Services,,,59715,2011
4225,Penta Experiential Marketing,26,5,pentamarketing.co,Florida,Miami,104,Advertising & Marketing,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33026,2014
4226,FactoryPure,18,10,http://factorypure.com,Texas,San Antonio,104,Retail,San Antonio,"San Antonio-New Braunfels, TX",78233,2013
4227,Ikonsys,21,10,ikonsys.net,Texas,Little Elm,103,IT Services,Dallas,"Dallas-Fort Worth-Arlington, TX",75068,2012
4228,Artificial Turf Supply,16,11,artificialturfsupply.com,California,Carlsbad,103,Manufacturing,San Diego,"San Diego-Chula Vista-Carlsbad, CA",92008,2005
4229,DRSV CONSULTING,42,23,thedigitalintellect.com,Florida,West Palm Beach,103,Advertising & Marketing,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33401,2017
4230,Greenleaf Management,61,62,gogreenleafmanagement.com,Georgia,Norcross,103,Real Estate,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30071,2008
4231,Total Storage Services,6,3,totalstorageservices.com,South Carolina,Roebuck,103,Consumer Services,,"Spartanburg, SC",29376,1997
4232,Porter Capital Corporation,95,66,portercap.com,Alabama,Birmingham,103,Financial Services,Birmingham,"Birmingham-Hoover, AL",35203,1991
4233,EMPLOYPRO STAFFING SERVICES,400,200,employpro.com,South Carolina,North Charleston,103,Human Resources,Charleston,"Charleston-North Charleston, SC",29418,2015
4234,Electrosoft Services,180,103,electrosoft-inc.com,Virginia,Reston,103,Government Services,Richmond,"Richmond, VA",23221,2001
4235,Integrated International Payroll,317,201,iipay.com,Texas,Dallas,103,Financial Services,Dallas,"Dallas-Fort Worth-Arlington, TX",75225,2003
4236,Kanda Software,1100,950,kandasoft.com,Massachusetts,Newton,103,Software,Boston,"Boston-Cambridge-Newton, MA-NH",2464,1993
4237,Rollick,123,99,rollick.io,Missouri,St. Louis,103,Software,St. Louis,"St. Louis, MO-IL",63127,2017
4238,City Ranked Media,31,20,cityranked.com,Washington,Vancouver,103,Advertising & Marketing,Portland,"Portland-Vancouver-Hillsboro, OR-WA",98683,2011
4239,Neon Ambition,10,1,neonambition.com,Texas,austin,103,Advertising & Marketing,Austin,"Austin-Round Rock-Georgetown, TX",78701,2014
4240,Softal Technologies,10,5,mojotrek.com,Illinois,Chicago,103,Human Resources,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60606,2010
4241,Navia Benefit Solutions,505,339,naviabenefits.com,Washington,Renton,103,Insurance,Seattle,"Seattle-Tacoma-Bellevue, WA",98057,1989
4242,KenMed Surgical,15,3,kenmedsurgical.com,Florida,Casselberry,103,Health Products,Orlando,"Orlando-Kissimmee-Sanford, FL",32707,2018
4243,Applied Technology Services,30,21,appliedtechnologyservices.com,Maryland,Middle River,103,Government Services,Baltimore,"Baltimore-Columbia-Towson, MD",21220,2001
4244,RELI Group,558,406,religroupinc.com,Maryland,Cantonsville,103,Government Services,Baltimore,"Baltimore-Columbia-Towson, MD",21228,2013
4245,Pegasus One,213,150,http://pegasusone.com,California,Fullerton,103,IT Services,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",92835,2004
4246,The Sicilian Butcher,269,150,thesicilianbutcher.com,Utah,Lehi,103,Food & Beverage,Provo,"Provo-Orem, UT",84043,2017
4247,Green Star Exteriors,100,30,greenstarexteriors.com,Pennsylvania,Holmes,103,Construction,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19043,2014
4248,Peloton Group,760,418,http://pelotongroup.com,Massachusetts,Boston,103,Business Products & Services,Boston,"Boston-Cambridge-Newton, MA-NH",2110,2010
4249,Kythera Labs,33,20,kytheralabs.com,Tennessee,Franklin,103,IT Services,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",37064,2019
4250,Croixstone Consulting,20,11,croixstone.consulting,North Carolina,Charlotte,103,Business Products & Services,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",28270,2016
4251,Brda Electric,45,20,brdaelectric.com,Missouri,Fenton,103,Construction,St. Louis,"St. Louis, MO-IL",63026,1989
4252,Health & Benefits Partners,14,6,myhbpartners.com,Pennsylvania,East Norriton,102,Insurance,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19401,2002
4253,Zambezi,71,62,zmbz.com,California,Culver City,102,Advertising & Marketing,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",90232,2006
4254,Decypher Technologies,74,30,decyphertech.com,Colorado,Glenwood Springs,102,IT Services,,,81601,2003
4255,Sapere Consulting,37,26,sapereconsulting.com,Washington,Spokane,102,Business Products & Services,Spokane,"Spokane-Spokane Valley, WA",99201,2003
4256,Maxat Hybrid Repair,14,10,garagemanstore.com,California,West Sacramento,102,Retail,Sacramento,"Sacramento-Roseville-Folsom, CA",95691,2017
4257,E2 Consulting Engineers,732,438,e2.com,California,Emeryville,102,Engineering,San Francisco,"San Francisco-Oakland-Berkeley, CA",94608,1988
4258,Re-Bath,130,120,rebath.com,Arizona,Phoenix,102,Construction,Phoenix,"Phoenix-Mesa-Chandler, AZ",85008,1978
4259,Bat City Awards & Apparel,13,10,batcity.com,Texas,Austin,102,Advertising & Marketing,Austin,"Austin-Round Rock-Georgetown, TX",78701,2005
4260,Lazo Holdings,107,44,lazoholdings.com,Texas,El Paso,102,Business Products & Services,,"El Paso, TX",79907,2017
4261,Coastal Payroll Services,132,84,coastalpayroll.com,California,San Diego,102,Human Resources,San Diego,"San Diego-Chula Vista-Carlsbad, CA",92123,2007
4262,Stoneridge Software,350,200,stoneridgesoftware.com,Minnesota,Barnesville,102,Software,Fargo,"Fargo, ND-MN",56514,2012
4263,DWD & Associates,118,58,justintimegcp.com,Pennsylvania,Warrington,102,Health Services,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",18976,2005
4264,Four Hands,579,383,fourhands.com,Texas,Austin,102,Consumer Products,Austin,"Austin-Round Rock-Georgetown, TX",78744,1996
4265,Hunt Marketing,11,8,huntmarketingfirm.com,Mississippi,Oxford,102,Advertising & Marketing,,,38655,2009
4266,Trivium Interactive,50,24,triviuminteractive.com,Massachusetts,Boston,102,Media,Boston,"Boston-Cambridge-Newton, MA-NH",2110,2016
4267,Ad Astra,68,28,ad-astrainc.com,Maryland,Silver Spring,102,Business Products & Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20910,2010
4268,MW JONES & COMPANY,16,12,mwjones.com,Virginia,RESTON,102,Business Products & Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20190,2016
4269,TechCXO,194,141,techcxo.com,Georgia,Atlanta,102,Business Products & Services,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30305,2003
4270,American Consumer News,16,9,http://marketbeat.com,South Dakota,SIOUX FALLS,102,Consumer Services,,"Sioux Falls, SD",57103,2008
4271,Advarra,1134,848,advarra.com,Maryland,Columbia,102,Software,Baltimore,"Baltimore-Columbia-Towson, MD",21044,2018
4272,INSIGHT2PROFIT,275,144,insight2profit.com,Ohio,Cleveland,102,Business Products & Services,Cleveland,"Cleveland-Elyria, OH",44124,2006
4273,1st Class Real Estate,10,8,1stclassrealestate.com,Virginia,Virginia Beach,102,Real Estate,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",23451,2013
4274,Go Liquidator,15,8,goliquidator.com,Florida,Doral,102,Consumer Products,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33172,2019
4275,On Dot Media America,130,40,ondot.com,Wyoming,Casper,102,Advertising & Marketing,,"Casper, WY",82601,2018
4276,Crytzer England,2,2,nursematch.com,Oklahoma,Edmond,102,Human Resources,Oklahoma City,"Oklahoma City, OK",73003,2001
4277,Diplomat Closet Design,20,12,diplomatclosetdesign.com,Pennsylvania,West Chester,102,Manufacturing,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19382,2010
4278,Alpha Video & Audio,95,82,alphax.us,Minnesota,Eden Prairie,101,Business Products & Services,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",55344,1970
4279,GoCanvas,306,194,gocanvas.com,Virginia,Reston,101,Software,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20190,2008
4280,MLG Attorneys at Law,43,13,defectattorney.com,California,Costa Mesa,101,Legal,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",92626,2001
4281,Reliant Health Partners,14,10,http://relianthp.com,Tennessee,Collierville,101,Business Products & Services,Memphis,"Memphis, TN-MS-AR",38017,2010
4282,Tekzenit,96,61,tekzenit.com,Texas,Irving,101,IT Services,Dallas,"Dallas-Fort Worth-Arlington, TX",75038,2000
4283,Omni Interactions,27,40,omniinteractions.com,Colorado,Denver,101,Business Products & Services,Denver,"Denver-Aurora-Lakewood, CO",80224,2016
4284,Scion Staffing,315,343,scionstaffing.com,California,San Francisco,101,Human Resources,San Francisco,"San Francisco-Oakland-Berkeley, CA",94103,2006
4285,Thesis,307,161,thesis.agency,Oregon,Portland,101,Advertising & Marketing,Portland,"Portland-Vancouver-Hillsboro, OR-WA",97210,2002
4286,Regal Credit Management,48,10,regalcredit.com,California,Los Angeles,101,Financial Services,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",90067,2010
4287,High Rock Accounting,14,16,highrock.co,Arizona,Scottsdale,101,Business Products & Services,Phoenix,"Phoenix-Mesa-Chandler, AZ",85258,2013
4288,centraprise,540,385,centraprise.com,New Jersey,Edison,101,IT Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",8817,2011
4289,Jaymie Scotto & Associates,41,29,jsa.net,Nevada,Las Vegas,101,Advertising & Marketing,Las Vegas,"Las Vegas-Henderson-Paradise, NV",89138,2005
4290,iQuanti,480,285,iquanti.com,New Jersey,Jersey City,101,Advertising & Marketing,New York,"New York-Newark-Jersey City, NY-NJ-PA",7310,2008
4291,xchange,1,1,xchangeapproach.com,Ohio,Hudson,101,Business Products & Services,,"Akron, OH",44236,2015
4292,Proforma Key Solutions,8,6,proformanola.com,Louisiana,New Orleans,101,Business Products & Services,New Orleans,"New Orleans-Metairie, LA",70123,2005
4293,High Level Marketing,92,52,highlevelmarketing.com,Alabama,Birmingham,101,Advertising & Marketing,Birmingham,"Birmingham-Hoover, AL",35203,2009
4294,Heartland IT Consulting,50,30,heartlanditc.com,Texas,Dallas,101,IT Services,Dallas,"Dallas-Fort Worth-Arlington, TX",75204,2010
4295,DirectMail2.0,19,19,dm20.com,Florida,CLEARWATER,101,Advertising & Marketing,Tampa,"Tampa-St. Petersburg-Clearwater, FL",33755,2015
4296,Fathom 4,74,46,fathom4.com,South Carolina,Charleston,101,Government Services,Charleston,"Charleston-North Charleston, SC",29492,2012
4297,Dublin Cleaners,48,36,dublincleaners.com,Ohio,Columbus,101,Consumer Services,Columbus,"Columbus, OH",43235,1982
4298,WebStrategies,35,19,webstrategiesinc.com,Virginia,Midlothian,100,Advertising & Marketing,Richmond,"Richmond, VA",23113,2004
4299,Archer Insights,18,4,archerinsights.com,Pennsylvania,Chester Springs,100,Business Products & Services,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19425,2017
4300,Proforma Spectrum Graphics Unlimited,13,7,proforma.com/psg,New Jersey,Fairfield,100,Business Products & Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",7004,1990
4301,AlignOrg Solutions,37,20,alignorg.com,Utah,Kaysville,100,Business Products & Services,Ogden,"Ogden-Clearfield, UT",84037,1994
4302,Consumer Direct,111,48,consumerdirect.com,California,Irvine,100,Financial Services,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",92606,2003
4303,Pushnami,54,41,pushnami.com,Texas,Austin,100,Software,Austin,"Austin-Round Rock-Georgetown, TX",78752,2017
4304,Casey Creative,11,4,caseycreative.us,Florida,Bermuda Run,100,Business Products & Services,Winston-Salem,"Winston-Salem, NC",27006,2018
4305,Spectacular Academy,7,4,socialmediaincomemasterclass.com,California,Rancho Cucamonga,100,Education,Inland Empire,"Riverside-San Bernardino-Ontario, CA",91730,2015
4306,X-FCTR,12,5,x-fctr.com,Minnesota,Minneapolis,100,Advertising & Marketing,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",55437,2019
